value,code,label
REF_CLASS_ATC:G04BE10,G04BE10,G04BE10 - avanafil
REF_CLASS_ATC:G04BX03,G04BX03,G04BX03 - acetohydroxamic acid
REF_CLASS_ATC:G04BX14,G04BX14,G04BX14 - dapoxetine
REF_CLASS_ATC:G04BX15,G04BX15,G04BX15 - pentosan polysulfate sodium
REF_CLASS_ATC:G04CA01,G04CA01,G04CA01 - alfuzosin
REF_CLASS_ATC:G04CA02,G04CA02,G04CA02 - tamsulosin
REF_CLASS_ATC:G04CA03,G04CA03,G04CA03 - terazosin
REF_CLASS_ATC:G04CA04,G04CA04,G04CA04 - silodosin
REF_CLASS_ATC:G04CA52,G04CA52,G04CA52 - tamsulosin and dutasteride
REF_CLASS_ATC:G04CA53,G04CA53,G04CA53 - tamsulosin and solifenacin
REF_CLASS_ATC:G04CB01,G04CB01,G04CB01 - finasteride
REF_CLASS_ATC:G04CB02,G04CB02,G04CB02 - dutasteride
REF_CLASS_ATC:G04CB51,G04CB51,G04CB51 - finasteride and tadalafil
REF_CLASS_ATC:G04CX01,G04CX01,G04CX01 - Prunus africanae cortex
REF_CLASS_ATC:G04CX02,G04CX02,G04CX02 - Sabalis serrulatae fructus
REF_CLASS_ATC:G04CX03,G04CX03,G04CX03 - mepartricin
REF_CLASS_ATC:H01AA02,H01AA02,H01AA02 - tetracosactide
REF_CLASS_ATC:H01AB01,H01AB01,H01AB01 - thyrotropin alfa
REF_CLASS_ATC:H01AC01,H01AC01,H01AC01 - somatropin
REF_CLASS_ATC:H01AC03,H01AC03,H01AC03 - mecasermin
REF_CLASS_ATC:H01AC07,H01AC07,H01AC07 - somapacitan
REF_CLASS_ATC:H01AC09,H01AC09,H01AC09 - lonapegsomatropin
REF_CLASS_ATC:H01AX01,H01AX01,H01AX01 - pegvisomant
REF_CLASS_ATC:H01BA01,H01BA01,H01BA01 - vasopressin (argipressin)
REF_CLASS_ATC:H01BA02,H01BA02,H01BA02 - desmopressin
REF_CLASS_ATC:H01BA04,H01BA04,H01BA04 - terlipressin
REF_CLASS_ATC:H01BB02,H01BB02,H01BB02 - oxytocin
REF_CLASS_ATC:H01BB03,H01BB03,H01BB03 - carbetocin
REF_CLASS_ATC:H01CA02,H01CA02,H01CA02 - nafarelin
REF_CLASS_ATC:H01CB01,H01CB01,H01CB01 - somatostatin
REF_CLASS_ATC:H01CB02,H01CB02,H01CB02 - octreotide
REF_CLASS_ATC:H01CB03,H01CB03,H01CB03 - lanreotide
REF_CLASS_ATC:H01CB05,H01CB05,H01CB05 - pasireotide
REF_CLASS_ATC:H01CC01,H01CC01,H01CC01 - ganirelix
REF_CLASS_ATC:H01CC02,H01CC02,H01CC02 - cetrorelix
REF_CLASS_ATC:H01CC04,H01CC04,H01CC04 - linzagolix
REF_CLASS_ATC:H01CC54,H01CC54,"H01CC54 - relugolix, estradiol and norethisterone"
REF_CLASS_ATC:H02AA02,H02AA02,H02AA02 - fludrocortisone
REF_CLASS_ATC:H02AB01,H02AB01,H02AB01 - betamethasone
REF_CLASS_ATC:H02AB02,H02AB02,H02AB02 - dexamethasone
REF_CLASS_ATC:H02AB04,H02AB04,H02AB04 - methylprednisolone
REF_CLASS_ATC:H02AB05,H02AB05,H02AB05 - paramethasone
REF_CLASS_ATC:H02AB06,H02AB06,H02AB06 - prednisolone
REF_CLASS_ATC:H02AB07,H02AB07,H02AB07 - prednisone
REF_CLASS_ATC:H02AB08,H02AB08,H02AB08 - triamcinolone
REF_CLASS_ATC:H02AB09,H02AB09,H02AB09 - hydrocortisone
REF_CLASS_ATC:H02AB12,H02AB12,H02AB12 - rimexolone
REF_CLASS_ATC:H02AB13,H02AB13,H02AB13 - deflazacort
REF_CLASS_ATC:H02BX01,H02BX01,"H02BX01 - methylprednisolone, combinations"
REF_CLASS_ATC:H02CA02,H02CA02,H02CA02 - osilodrostat
REF_CLASS_ATC:H02CA03,H02CA03,H02CA03 - ketoconazole
REF_CLASS_ATC:H03AA01,H03AA01,H03AA01 - levothyroxine sodium
REF_CLASS_ATC:H03AA02,H03AA02,H03AA02 - liothyronine sodium
REF_CLASS_ATC:H03AA04,H03AA04,H03AA04 - tiratricol
REF_CLASS_ATC:H03BA02,H03BA02,H03BA02 - propylthiouracil
REF_CLASS_ATC:H03BB01,H03BB01,H03BB01 - carbimazole
REF_CLASS_ATC:H03BB02,H03BB02,H03BB02 - thiamazole
REF_CLASS_ATC:H04AA01,H04AA01,H04AA01 - glucagon
REF_CLASS_ATC:H04AA02,H04AA02,H04AA02 - dasiglucagon
REF_CLASS_ATC:H05AA02,H05AA02,H05AA02 - teriparatide
REF_CLASS_ATC:H05AA03,H05AA03,H05AA03 - parathyroid hormone
REF_CLASS_ATC:H05AA04,H05AA04,H05AA04 - abaloparatide
REF_CLASS_ATC:H05BA01,H05BA01,H05BA01 - calcitonin (salmon synthetic)
REF_CLASS_ATC:H05BA02,H05BA02,H05BA02 - calcitonin (pork natural)
REF_CLASS_ATC:H05BA03,H05BA03,H05BA03 - calcitonin (human synthetic)
REF_CLASS_ATC:H05BX01,H05BX01,H05BX01 - cinacalcet
REF_CLASS_ATC:H05BX02,H05BX02,H05BX02 - paricalcitol
REF_CLASS_ATC:H05BX04,H05BX04,H05BX04 - etelcalcetide
REF_CLASS_ATC:H05BX05,H05BX05,H05BX05 - calcifediol
REF_CLASS_ATC:J01AA02,J01AA02,J01AA02 - doxycycline
REF_CLASS_ATC:J01AA04,J01AA04,J01AA04 - lymecycline
REF_CLASS_ATC:J01AA06,J01AA06,J01AA06 - oxytetracycline
REF_CLASS_ATC:J01AA07,J01AA07,J01AA07 - tetracycline
REF_CLASS_ATC:J01AA08,J01AA08,J01AA08 - minocycline
REF_CLASS_ATC:J01AA12,J01AA12,J01AA12 - tigecycline
REF_CLASS_ATC:J01BA01,J01BA01,J01BA01 - chloramphenicol
REF_CLASS_ATC:J01BA02,J01BA02,J01BA02 - thiamphenicol
REF_CLASS_ATC:J01CA01,J01CA01,J01CA01 - ampicillin
REF_CLASS_ATC:J01CA03,J01CA03,J01CA03 - carbenicillin
REF_CLASS_ATC:J01CA04,J01CA04,J01CA04 - amoxicillin
REF_CLASS_ATC:J01CA06,J01CA06,J01CA06 - bacampicillin
REF_CLASS_ATC:J01CA08,J01CA08,J01CA08 - pivmecillinam
REF_CLASS_ATC:J01CA12,J01CA12,J01CA12 - piperacillin
REF_CLASS_ATC:J01CA13,J01CA13,J01CA13 - ticarcillin
REF_CLASS_ATC:J01CA14,J01CA14,J01CA14 - metampicillin
REF_CLASS_ATC:J01CA15,J01CA15,J01CA15 - talampicillin
REF_CLASS_ATC:J01CA51,J01CA51,"J01CA51 - ampicillin, combinations"
REF_CLASS_ATC:J01CE01,J01CE01,J01CE01 - benzylpenicillin
REF_CLASS_ATC:J01CE02,J01CE02,J01CE02 - phenoxymethylpenicillin
REF_CLASS_ATC:J01CE08,J01CE08,J01CE08 - benzathine benzylpenicillin
REF_CLASS_ATC:J01CE09,J01CE09,J01CE09 - procaine benzylpenicillin
REF_CLASS_ATC:J01CE30,J01CE30,J01CE30 - combinations
REF_CLASS_ATC:J01CF01,J01CF01,J01CF01 - dicloxacillin
REF_CLASS_ATC:J01CF02,J01CF02,J01CF02 - cloxacillin
REF_CLASS_ATC:J01CF05,J01CF05,J01CF05 - flucloxacillin
REF_CLASS_ATC:J01CG01,J01CG01,J01CG01 - sulbactam
REF_CLASS_ATC:J01CR01,J01CR01,J01CR01 - ampicillin and beta-lactamase inhibitor
REF_CLASS_ATC:J01CR02,J01CR02,J01CR02 - amoxicillin and beta-lactamase inhibitor
REF_CLASS_ATC:J01CR03,J01CR03,J01CR03 - ticarcillin and beta-lactamase inhibitor
REF_CLASS_ATC:J01CR04,J01CR04,J01CR04 - sultamicillin
REF_CLASS_ATC:J01CR05,J01CR05,J01CR05 - piperacillin and beta-lactamase inhibitor
REF_CLASS_ATC:J01CR50,J01CR50,J01CR50 - combinations of penicillins
REF_CLASS_ATC:J01DB01,J01DB01,J01DB01 - cefalexin
REF_CLASS_ATC:J01DB03,J01DB03,J01DB03 - cefalotin
REF_CLASS_ATC:J01DB04,J01DB04,J01DB04 - cefazolin
REF_CLASS_ATC:J01DB05,J01DB05,J01DB05 - cefadroxil
REF_CLASS_ATC:J01DB07,J01DB07,J01DB07 - cefatrizine
REF_CLASS_ATC:J01DB08,J01DB08,J01DB08 - cefapirin
REF_CLASS_ATC:J01DB09,J01DB09,J01DB09 - cefradine
REF_CLASS_ATC:J01DC01,J01DC01,J01DC01 - cefoxitin
REF_CLASS_ATC:J01DC02,J01DC02,J01DC02 - cefuroxime
REF_CLASS_ATC:J01DC03,J01DC03,J01DC03 - cefamandole
REF_CLASS_ATC:J01DC04,J01DC04,J01DC04 - cefaclor
REF_CLASS_ATC:J01DC05,J01DC05,J01DC05 - cefotetan
REF_CLASS_ATC:J01DC06,J01DC06,J01DC06 - cefonicid
REF_CLASS_ATC:J01DC07,J01DC07,J01DC07 - cefotiam
REF_CLASS_ATC:J01DC10,J01DC10,J01DC10 - cefprozil
REF_CLASS_ATC:J01DD01,J01DD01,J01DD01 - cefotaxime
REF_CLASS_ATC:J01DD02,J01DD02,J01DD02 - ceftazidime
REF_CLASS_ATC:J01DD03,J01DD03,J01DD03 - cefsulodin
REF_CLASS_ATC:J01DD04,J01DD04,J01DD04 - ceftriaxone
REF_CLASS_ATC:J01DD07,J01DD07,J01DD07 - ceftizoxime
REF_CLASS_ATC:J01DD08,J01DD08,J01DD08 - cefixime
REF_CLASS_ATC:J01DD09,J01DD09,J01DD09 - cefodizime
REF_CLASS_ATC:J01DD10,J01DD10,J01DD10 - cefetamet
REF_CLASS_ATC:J01DD12,J01DD12,J01DD12 - cefoperazone
REF_CLASS_ATC:J01DD13,J01DD13,J01DD13 - cefpodoxime
REF_CLASS_ATC:J01DD14,J01DD14,J01DD14 - ceftibuten
REF_CLASS_ATC:J01DD15,J01DD15,J01DD15 - cefdinir
REF_CLASS_ATC:J01DD16,J01DD16,J01DD16 - cefditoren
REF_CLASS_ATC:J01DD52,J01DD52,J01DD52 - ceftazidime and beta-lactamase inhibitor
REF_CLASS_ATC:J01DE01,J01DE01,J01DE01 - cefepime
REF_CLASS_ATC:J01DE02,J01DE02,J01DE02 - cefpirome
REF_CLASS_ATC:J01DF01,J01DF01,J01DF01 - aztreonam
REF_CLASS_ATC:J01DH02,J01DH02,J01DH02 - meropenem
REF_CLASS_ATC:J01DH03,J01DH03,J01DH03 - ertapenem
REF_CLASS_ATC:J01DH04,J01DH04,J01DH04 - doripenem
REF_CLASS_ATC:J01DH51,J01DH51,J01DH51 - imipenem and cilastatin
REF_CLASS_ATC:J01DH52,J01DH52,J01DH52 - meropenem and vaborbactam
REF_CLASS_ATC:J01DI01,J01DI01,J01DI01 - ceftobiprole medocaril
REF_CLASS_ATC:J01DI02,J01DI02,J01DI02 - ceftaroline fosamil
REF_CLASS_ATC:J01DI04,J01DI04,J01DI04 - cefiderocol
REF_CLASS_ATC:J01DI54,J01DI54,J01DI54 - ceftolozane and beta-lactamase inhibitor
REF_CLASS_ATC:J01EA01,J01EA01,J01EA01 - trimethoprim
REF_CLASS_ATC:J01EA02,J01EA02,J01EA02 - brodimoprim
REF_CLASS_ATC:J01EB04,J01EB04,J01EB04 - sulfapyridine
REF_CLASS_ATC:J01EB06,J01EB06,J01EB06 - sulfanilamide
REF_CLASS_ATC:J01EC02,J01EC02,J01EC02 - sulfadiazine
REF_CLASS_ATC:J01EE01,J01EE01,J01EE01 - sulfamethoxazole and trimethoprim
REF_CLASS_ATC:J01EE02,J01EE02,J01EE02 - sulfadiazine and trimethoprim
REF_CLASS_ATC:J01FA01,J01FA01,J01FA01 - erythromycin
REF_CLASS_ATC:J01FA02,J01FA02,J01FA02 - spiramycin
REF_CLASS_ATC:J01FA03,J01FA03,J01FA03 - midecamycin
REF_CLASS_ATC:J01FA06,J01FA06,J01FA06 - roxithromycin
REF_CLASS_ATC:J01FA07,J01FA07,J01FA07 - josamycin
REF_CLASS_ATC:J01FA08,J01FA08,J01FA08 - troleandomycin
REF_CLASS_ATC:J01FA09,J01FA09,J01FA09 - clarithromycin
REF_CLASS_ATC:J01FA10,J01FA10,J01FA10 - azithromycin
REF_CLASS_ATC:J01FA11,J01FA11,J01FA11 - miocamycin
REF_CLASS_ATC:J01FA13,J01FA13,J01FA13 - dirithromycin
REF_CLASS_ATC:J01FA15,J01FA15,J01FA15 - telithromycin
REF_CLASS_ATC:J01FF01,J01FF01,J01FF01 - clindamycin
REF_CLASS_ATC:J01FF02,J01FF02,J01FF02 - lincomycin
REF_CLASS_ATC:J01GA01,J01GA01,J01GA01 - streptomycin
REF_CLASS_ATC:J01GB01,J01GB01,J01GB01 - tobramycin
REF_CLASS_ATC:J01GB03,J01GB03,J01GB03 - gentamicin
REF_CLASS_ATC:J01GB06,J01GB06,J01GB06 - amikacin
REF_CLASS_ATC:J01GB07,J01GB07,J01GB07 - netilmicin
REF_CLASS_ATC:J01GB09,J01GB09,J01GB09 - dibekacin
REF_CLASS_ATC:J01GB11,J01GB11,J01GB11 - isepamicin
REF_CLASS_ATC:J01MA01,J01MA01,J01MA01 - ofloxacin
REF_CLASS_ATC:J01MA02,J01MA02,J01MA02 - ciprofloxacin
REF_CLASS_ATC:J01MA03,J01MA03,J01MA03 - pefloxacin
REF_CLASS_ATC:J01MA04,J01MA04,J01MA04 - enoxacin
REF_CLASS_ATC:J01MA06,J01MA06,J01MA06 - norfloxacin
REF_CLASS_ATC:J01MA07,J01MA07,J01MA07 - lomefloxacin
REF_CLASS_ATC:J01MA08,J01MA08,J01MA08 - fleroxacin
REF_CLASS_ATC:J01MA09,J01MA09,J01MA09 - sparfloxacin
REF_CLASS_ATC:J01MA11,J01MA11,J01MA11 - grepafloxacin
REF_CLASS_ATC:J01MA12,J01MA12,J01MA12 - levofloxacin
REF_CLASS_ATC:J01MA13,J01MA13,J01MA13 - trovafloxacin
REF_CLASS_ATC:J01MA14,J01MA14,J01MA14 - moxifloxacin
REF_CLASS_ATC:J01MA16,J01MA16,J01MA16 - gatifloxacin
REF_CLASS_ATC:J01MA17,J01MA17,J01MA17 - prulifloxacin
REF_CLASS_ATC:J01MA23,J01MA23,J01MA23 - delafloxacin
REF_CLASS_ATC:J01MB01,J01MB01,J01MB01 - rosoxacin
REF_CLASS_ATC:J01MB02,J01MB02,J01MB02 - nalidixic acid
REF_CLASS_ATC:J01MB04,J01MB04,J01MB04 - pipemidic acid
REF_CLASS_ATC:J01MB05,J01MB05,J01MB05 - oxolinic acid
REF_CLASS_ATC:J01MB06,J01MB06,J01MB06 - cinoxacin
REF_CLASS_ATC:J01RA01,J01RA01,"J01RA01 - penicillins, combinations with other antibacterials"
REF_CLASS_ATC:J01XA01,J01XA01,J01XA01 - vancomycin
REF_CLASS_ATC:J01XA02,J01XA02,J01XA02 - teicoplanin
REF_CLASS_ATC:J01XA03,J01XA03,J01XA03 - telavancin
REF_CLASS_ATC:J01XA04,J01XA04,J01XA04 - dalbavancin
REF_CLASS_ATC:J01XA05,J01XA05,J01XA05 - oritavancin
REF_CLASS_ATC:J01XB01,J01XB01,J01XB01 - colistin
REF_CLASS_ATC:J01XC01,J01XC01,J01XC01 - fusidic acid
REF_CLASS_ATC:J01XD01,J01XD01,J01XD01 - metronidazole
REF_CLASS_ATC:J01XD02,J01XD02,J01XD02 - tinidazole
REF_CLASS_ATC:J01XE01,J01XE01,J01XE01 - nitrofurantoin
REF_CLASS_ATC:J01XE02,J01XE02,J01XE02 - nifurtoinol
REF_CLASS_ATC:J01XX01,J01XX01,J01XX01 - fosfomycin
REF_CLASS_ATC:J01XX03,J01XX03,J01XX03 - clofoctol
REF_CLASS_ATC:J01XX04,J01XX04,J01XX04 - spectinomycin
REF_CLASS_ATC:J01XX07,J01XX07,J01XX07 - nitroxoline
REF_CLASS_ATC:J01XX08,J01XX08,J01XX08 - linezolid
REF_CLASS_ATC:J01XX09,J01XX09,J01XX09 - daptomycin
REF_CLASS_ATC:J01XX11,J01XX11,J01XX11 - tedizolid
REF_CLASS_ATC:J01XX12,J01XX12,J01XX12 - lefamulin
REF_CLASS_ATC:J02AA01,J02AA01,J02AA01 - amphotericin B
REF_CLASS_ATC:J02AB02,J02AB02,J02AB02 - ketoconazole
REF_CLASS_ATC:J02AC01,J02AC01,J02AC01 - fluconazole
REF_CLASS_ATC:J02AC02,J02AC02,J02AC02 - itraconazole
REF_CLASS_ATC:J02AC03,J02AC03,J02AC03 - voriconazole
REF_CLASS_ATC:J02AC04,J02AC04,J02AC04 - posaconazole
REF_CLASS_ATC:J02AC05,J02AC05,J02AC05 - isavuconazole
REF_CLASS_ATC:J02AX04,J02AX04,J02AX04 - caspofungin
REF_CLASS_ATC:J02AX05,J02AX05,J02AX05 - micafungin
REF_CLASS_ATC:J02AX06,J02AX06,J02AX06 - anidulafungin
REF_CLASS_ATC:J02AX08,J02AX08,J02AX08 - rezafungin acetate
REF_CLASS_ATC:J04AA01,J04AA01,J04AA01 - 4-aminosalicylic acid
REF_CLASS_ATC:J04AB02,J04AB02,J04AB02 - rifampicin
REF_CLASS_ATC:J04AB03,J04AB03,J04AB03 - rifamycin
REF_CLASS_ATC:J04AB04,J04AB04,J04AB04 - rifabutin
REF_CLASS_ATC:J04AC01,J04AC01,J04AC01 - isoniazid
REF_CLASS_ATC:J04AD03,J04AD03,J04AD03 - ethionamide
REF_CLASS_ATC:J04AK01,J04AK01,J04AK01 - pyrazinamide
REF_CLASS_ATC:J04AK02,J04AK02,J04AK02 - ethambutol
REF_CLASS_ATC:J04AK05,J04AK05,J04AK05 - bedaquiline
REF_CLASS_ATC:J04AK06,J04AK06,J04AK06 - delamanid
REF_CLASS_ATC:J04AK08,J04AK08,J04AK08 - pretomanid
REF_CLASS_ATC:J04AM02,J04AM02,J04AM02 - rifampicin and isoniazid
REF_CLASS_ATC:J04BA02,J04BA02,J04BA02 - dapsone
REF_CLASS_ATC:J05AB01,J05AB01,J05AB01 - aciclovir
REF_CLASS_ATC:J05AB03,J05AB03,J05AB03 - vidarabine
REF_CLASS_ATC:J05AB06,J05AB06,J05AB06 - ganciclovir
REF_CLASS_ATC:J05AB09,J05AB09,J05AB09 - famciclovir
REF_CLASS_ATC:J05AB11,J05AB11,J05AB11 - valaciclovir
REF_CLASS_ATC:J05AB12,J05AB12,J05AB12 - cidofovir
REF_CLASS_ATC:J05AB13,J05AB13,J05AB13 - penciclovir
REF_CLASS_ATC:J05AB14,J05AB14,J05AB14 - valganciclovir
REF_CLASS_ATC:J05AB15,J05AB15,J05AB15 - brivudine
REF_CLASS_ATC:J05AB16,J05AB16,J05AB16 - remdesivir
REF_CLASS_ATC:J05AD01,J05AD01,J05AD01 - foscarnet
REF_CLASS_ATC:J05AE01,J05AE01,J05AE01 - saquinavir
REF_CLASS_ATC:J05AE02,J05AE02,J05AE02 - indinavir
REF_CLASS_ATC:J05AE03,J05AE03,J05AE03 - ritonavir
REF_CLASS_ATC:J05AE04,J05AE04,J05AE04 - nelfinavir
REF_CLASS_ATC:J05AE05,J05AE05,J05AE05 - amprenavir
REF_CLASS_ATC:J05AE07,J05AE07,J05AE07 - fosamprenavir
REF_CLASS_ATC:J05AE08,J05AE08,J05AE08 - atazanavir
REF_CLASS_ATC:J05AE09,J05AE09,J05AE09 - tipranavir
REF_CLASS_ATC:J05AE10,J05AE10,J05AE10 - darunavir
REF_CLASS_ATC:J05AE30,J05AE30,J05AE30 - nirmatrelvir and ritonavir
REF_CLASS_ATC:J05AF01,J05AF01,J05AF01 - zidovudine
REF_CLASS_ATC:J05AF02,J05AF02,J05AF02 - didanosine
REF_CLASS_ATC:J05AF03,J05AF03,J05AF03 - zalcitabine
REF_CLASS_ATC:J05AF04,J05AF04,J05AF04 - stavudine
REF_CLASS_ATC:J05AF05,J05AF05,J05AF05 - lamivudine
REF_CLASS_ATC:J05AF06,J05AF06,J05AF06 - abacavir
REF_CLASS_ATC:J05AF07,J05AF07,J05AF07 - tenofovir disoproxil
REF_CLASS_ATC:J05AF08,J05AF08,J05AF08 - adefovir dipivoxil
REF_CLASS_ATC:J05AF09,J05AF09,J05AF09 - emtricitabine
REF_CLASS_ATC:J05AF10,J05AF10,J05AF10 - entecavir
REF_CLASS_ATC:J05AF11,J05AF11,J05AF11 - telbivudine
REF_CLASS_ATC:J05AF13,J05AF13,J05AF13 - tenofovir alafenamide
REF_CLASS_ATC:J05AG01,J05AG01,J05AG01 - nevirapine
REF_CLASS_ATC:J05AG03,J05AG03,J05AG03 - efavirenz
REF_CLASS_ATC:J05AG04,J05AG04,J05AG04 - etravirine
REF_CLASS_ATC:J05AG05,J05AG05,J05AG05 - rilpivirine
REF_CLASS_ATC:J05AG06,J05AG06,J05AG06 - doravirine
REF_CLASS_ATC:J05AH01,J05AH01,J05AH01 - zanamivir
REF_CLASS_ATC:J05AH02,J05AH02,J05AH02 - oseltamivir
REF_CLASS_ATC:J05AJ01,J05AJ01,J05AJ01 - raltegravir
REF_CLASS_ATC:J05AJ02,J05AJ02,J05AJ02 - elvitegravir
REF_CLASS_ATC:J05AJ03,J05AJ03,J05AJ03 - dolutegravir
REF_CLASS_ATC:J05AJ04,J05AJ04,J05AJ04 - cabotegravir
REF_CLASS_ATC:J05AP01,J05AP01,J05AP01 - ribavirin
REF_CLASS_ATC:J05AP02,J05AP02,J05AP02 - telaprevir
REF_CLASS_ATC:J05AP03,J05AP03,J05AP03 - boceprevir
REF_CLASS_ATC:J05AP07,J05AP07,J05AP07 - daclatasvir
REF_CLASS_ATC:J05AP08,J05AP08,J05AP08 - sofosbuvir
REF_CLASS_ATC:J05AP51,J05AP51,J05AP51 - sofosbuvir and ledipasvir
REF_CLASS_ATC:J05AP54,J05AP54,J05AP54 - elbasvir and grazoprevir
REF_CLASS_ATC:J05AP55,J05AP55,J05AP55 - sofosbuvir and velpatasvir
REF_CLASS_ATC:J05AP56,J05AP56,"J05AP56 - sofosbuvir, velpatasvir and voxilaprevir"
REF_CLASS_ATC:J05AP57,J05AP57,J05AP57 - glecaprevir and pibrentasvir
REF_CLASS_ATC:J05AR01,J05AR01,J05AR01 - zidovudine and lamivudine
REF_CLASS_ATC:J05AR02,J05AR02,J05AR02 - lamivudine and abacavir
REF_CLASS_ATC:J05AR03,J05AR03,J05AR03 - tenofovir disoproxil and emtricitabine
REF_CLASS_ATC:J05AR04,J05AR04,"J05AR04 - zidovudine, lamivudine and abacavir"
REF_CLASS_ATC:J05AR06,J05AR06,"J05AR06 - emtricitabine, tenofovir disoproxil and efavirenz"
REF_CLASS_ATC:J05AR08,J05AR08,"J05AR08 - emtricitabine, tenofovir disoproxil and rilpivirine"
REF_CLASS_ATC:J05AR09,J05AR09,"J05AR09 - emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat"
REF_CLASS_ATC:J05AR10,J05AR10,J05AR10 - lopinavir and ritonavir
REF_CLASS_ATC:J05AR13,J05AR13,"J05AR13 - lamivudine, abacavir and dolutegravir"
REF_CLASS_ATC:J05AR14,J05AR14,J05AR14 - darunavir and cobicistat
REF_CLASS_ATC:J05AR15,J05AR15,J05AR15 - atazanavir and cobicistat
REF_CLASS_ATC:J05AR17,J05AR17,J05AR17 - emtricitabine and tenofovir alafenamide
REF_CLASS_ATC:J05AR18,J05AR18,"J05AR18 - emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat"
REF_CLASS_ATC:J05AR19,J05AR19,"J05AR19 - emtricitabine, tenofovir alafenamide and rilpivirine"
REF_CLASS_ATC:J05AR20,J05AR20,"J05AR20 - emtricitabine, tenofovir alafenamide and bictegravir"
REF_CLASS_ATC:J05AR25,J05AR25,J05AR25 - lamivudine and dolutegravir
REF_CLASS_ATC:J05AX02,J05AX02,J05AX02 - lysozyme
REF_CLASS_ATC:J05AX05,J05AX05,J05AX05 - inosine pranobex
REF_CLASS_ATC:J05AX07,J05AX07,J05AX07 - enfuvirtide
REF_CLASS_ATC:J05AX09,J05AX09,J05AX09 - maraviroc
REF_CLASS_ATC:J05AX10,J05AX10,J05AX10 - maribavir
REF_CLASS_ATC:J05AX18,J05AX18,J05AX18 - letermovir
REF_CLASS_ATC:J05AX23,J05AX23,J05AX23 - ibalizumab
REF_CLASS_ATC:J05AX24,J05AX24,J05AX24 - tecovirimat
REF_CLASS_ATC:J05AX25,J05AX25,J05AX25 - baloxavir marboxil
REF_CLASS_ATC:J05AX31,J05AX31,J05AX31 - lenacapavir
REF_CLASS_ATC:J06AA01,J06AA01,J06AA01 - diphtheria antitoxin
REF_CLASS_ATC:J06BA01,J06BA01,"J06BA01 - immunoglobulins, normal human, for extravascular adm."
REF_CLASS_ATC:J06BA02,J06BA02,"J06BA02 - immunoglobulins, normal human, for intravascular adm."
REF_CLASS_ATC:J06BB01,J06BB01,J06BB01 - anti-D (rh) immunoglobulin
REF_CLASS_ATC:J06BB02,J06BB02,J06BB02 - tetanus immunoglobulin
REF_CLASS_ATC:J06BB03,J06BB03,J06BB03 - varicella/zoster immunoglobulin
REF_CLASS_ATC:J06BB04,J06BB04,J06BB04 - hepatitis B immunoglobulin
REF_CLASS_ATC:J06BB09,J06BB09,J06BB09 - cytomegalovirus immunoglobulin
REF_CLASS_ATC:J06BC03,J06BC03,J06BC03 - bezlotoxumab
REF_CLASS_ATC:J06BC04,J06BC04,J06BC04 - obiltoxaximab
REF_CLASS_ATC:J06BD01,J06BD01,J06BD01 - palivizumab
REF_CLASS_ATC:J06BD03,J06BD03,J06BD03 - tixagevimab and cilgavimab
REF_CLASS_ATC:J06BD05,J06BD05,J06BD05 - sotrovimab
REF_CLASS_ATC:J06BD06,J06BD06,J06BD06 - regdanvimab
REF_CLASS_ATC:J06BD07,J06BD07,J06BD07 - casirivimab and imdevimab
REF_CLASS_ATC:J06BD08,J06BD08,J06BD08 - nirsevimab
REF_CLASS_ATC:J07AD01,J07AD01,J07AD01 - brucella antigen
REF_CLASS_ATC:J07AE01,J07AE01,"J07AE01 - cholera, inactivated, whole cell"
REF_CLASS_ATC:J07AE02,J07AE02,"J07AE02 - cholera, live attenuated"
REF_CLASS_ATC:J07AF01,J07AF01,J07AF01 - diphtheria toxoid
REF_CLASS_ATC:J07AG01,J07AG01,"J07AG01 - haemophilus influenzae B, purified antigen conjugated"
REF_CLASS_ATC:J07AG51,J07AG51,"J07AG51 - haemophilus influenzae B, combinations with toxoids"
REF_CLASS_ATC:J07AH07,J07AH07,"J07AH07 - meningococcus C, purified polysaccharides antigen conjugated"
REF_CLASS_ATC:J07AH08,J07AH08,"J07AH08 - meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated"
REF_CLASS_ATC:J07AH09,J07AH09,"J07AH09 - meningococcus B, multicomponent vaccine"
REF_CLASS_ATC:J07AJ01,J07AJ01,"J07AJ01 - pertussis, inactivated, whole cell"
REF_CLASS_ATC:J07AJ02,J07AJ02,"J07AJ02 - pertussis, purified antigen"
REF_CLASS_ATC:J07AJ52,J07AJ52,"J07AJ52 - pertussis, purified antigen, combinations with toxoids"
REF_CLASS_ATC:J07AL01,J07AL01,"J07AL01 - pneumococcus, purified polysaccharides antigen"
REF_CLASS_ATC:J07AL02,J07AL02,"J07AL02 - pneumococcus, purified polysaccharides antigen conjugated"
REF_CLASS_ATC:J07AL52,J07AL52,"J07AL52 - pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated"
REF_CLASS_ATC:J07AM01,J07AM01,J07AM01 - tetanus toxoid
REF_CLASS_ATC:J07AM51,J07AM51,"J07AM51 - tetanus toxoid, combinations with diphtheria toxoid"
REF_CLASS_ATC:J07AN01,J07AN01,"J07AN01 - tuberculosis, live attenuated"
